,app_name,price,rating_count,rating,category
6380,Archangel Michael Guidance - Doreen Virtue,3.99,338,4.5,Lifestyle
6381,Robbiemoji by Robbie Williams,1.99,0,0.0,Entertainment
6382,口袋全明星,0.0,0,0.0,Games
6383,Are you a psychopath? 怖い心理テスト,0.0,0,0.0,Entertainment
6384,Nanuleu,2.99,65,4.0,Games
6385,Z Buster,0.0,301,4.0,Games
6386,勇士与魔龙,0.0,0,0.0,Games
6387,Team GB Live,0.0,1,3.0,Sports
6388,Thomas & Friends: Magical Tracks - Kids Train Set,0.0,389,4.0,Entertainment
6389,Dictator: Emergence,0.0,567,4.0,Games
6390,Peppa Pig: Sports Day,2.99,42,2.5,Entertainment
6391,Rings.,0.0,538,4.5,Games
6392,Space by Tinybop,2.99,26,4.5,Education
6393,Me by Tinybop,2.99,36,5.0,Education
6394,The Counter Of Death,0.0,719,4.5,Games
6395,Coin Dozer: Haunted,0.0,704,4.5,Games
6396,ねこみっけ - おもしろい人気無料ゲーム,0.0,1,5.0,Games
6397,Super Atomic,0.0,2638,4.5,Games
6398,Taxi Sim 2016,0.0,3026,4.5,Games
6399,Epic Jackpot Slots: Slot Machines & Bonus Games,0.0,2291,5.0,Games
6400,Mini Synthesizer,4.99,26,4.5,Entertainment
6401,Mini Synthesizer for iPhone,2.99,21,3.0,Entertainment
6402,Colorpede,0.0,90,4.0,Games
6403,Sorcery! 4,4.99,60,4.5,Games
6404,EA SPORTS™ FIFA 17 Companion,0.0,1137,4.0,Games
6405,トリセツメーカー２　トリセツ診断,0.0,0,0.0,Entertainment
6406,Brick Splits,0.0,1077,4.5,Games
6407,爆笑アプリ！人気無料ゲーム kimazui gacha,0.0,0,0.0,Games
6408,Soccer Puzzle for Brain Training -SoccerStrike-,0.0,0,0.0,Games
6409,A Busy Day for Elmo: Sesame Street Video Calls,0.99,3,2.5,Games
6410,Superkick Party,1.99,27,4.5,Games
6411,Candy's Vacation - Beach Hotel,0.0,105,4.5,Games
6412,【業界初成長マップ搭載！ねこ育成マト当てパズルRPG】たまねこウォーズ,0.0,0,0.0,Games
6413,Highlights™ Shapes - Preschool Learning Puzzles,0.0,90,4.5,Education
6414,無料ゲーム HANABI ON LINE 花火（ハナビ）パズル,0.0,0,0.0,Games
6415,Microsoft Pix Camera,0.0,678,4.0,Photo & Video
6416,Content Transf,0.0,299,4.5,Productivity
6417,Kerflux,0.0,1648,4.5,Games
6418,"Cloud Play Pro - Music Player & Streamer for Dropbox, Google Drive, OneDrive, Box and iPod Library",0.99,1,3.0,Entertainment
6419,1-Bit Rogue: A dungeon crawler RPG!,0.0,378,4.5,Games
6420,InstaSave for Instagram - Download & Repost your own Videos & Photos for Free,0.0,243,4.0,Photo & Video
6421,Super Powerboy,1.99,99,4.5,Games
6422,脱出ゲーム - KINDERGARTEN - 子供にイタズラされたリビングからの 脱出,0.0,1,2.0,Games
6423,The EO Bar,6.99,247,5.0,Health & Fitness
6424,Pocket Arcade Story,4.99,41,3.5,Games
6425,FeedNews: AI curated social news for productivity,0.0,73,3.0,News
6426,懸賞ソリティア-ギフト券/ギフトコードGETでお小遣いが稼げる定番ソリティアクロンダイク,0.0,0,0.0,Games
6427,Dr. Oz,0.0,99,2.0,Health & Fitness
6428,Hop Swap,0.0,144,4.5,Games
6429,Forest Rescue 2: Friends United Match 3 Puzzle,0.0,1505,5.0,Games
6430,Motor World: Bike Factory,0.0,960,4.5,Games
6431,Atomic Super Lander,2.99,47,4.0,Games
6432,Escape from many tutoring school of test.,0.0,1,4.0,Games
6433,Mafia III: Rivals,0.0,198,3.0,Games
6434,Piggy Boom,0.0,1918,4.5,Games
6435,如意夺宝,0.0,0,0.0,Shopping
6436,Troll Face Quest Video Games,0.0,2118,4.5,Games
6437,The Curio Society: New Order HD (Full) - Adventure,6.99,58,4.5,Games
6438,Chat for Pokemon Go - GoChat,0.0,500,2.0,Social Networking
6439,逆战仙魔 大圣萌仙全民跨服千人即时PK,0.99,0,0.0,Games
6440,airweave sleep analysis,0.0,0,0.0,Health & Fitness
6441,Arthur's Adventures-Road of Glory:Pocket Edition,0.99,18,5.0,Games
6442,Trucker Parking Simulator 2 a Real Monster Truck & Lorry Driving Test,0.0,101,4.0,Games
6443,スーパーストリートファイターIV パチスロエディション,14.99,0,0.0,Games
6444,Flick Soccer 17,0.0,217,4.0,Games
6445,Bangers Unlimited 2,3.99,0,0.0,Games
6446,Age of Heroes: Conquest,0.0,468,4.5,Games
6447,LOST MAZE,0.0,130,3.5,Games
6448,目の錯覚で性格診断,0.0,0,0.0,Entertainment
6449,僕の彼女が誘拐された。,0.0,0,0.0,Games
6450,The Higher Lower Game,0.0,924,4.5,Games
6451,Mebo,0.0,64,3.0,Entertainment
6452,Addictive Pro,19.99,12,4.5,Entertainment
6453,Apple Support,0.0,388,4.0,Utilities
6454,WiFox,1.99,34,3.0,Travel
6455,Donut Dazzle,0.0,2317,5.0,Games
6456,Pixel Strike-Sniper zombies shooting games,0.0,42,4.0,Games
6457,虫虫大作战-经典休闲蛇蛇,0.0,57,4.5,Games
6458,Trump Bounce,0.0,105,4.0,Games
6459,脱出ゲーム 学校の食堂からの脱出,0.0,0,0.0,Games
6460,Leveled!,0.0,897,4.5,Games
6461,Geekbench 4,0.99,87,4.0,Utilities
6462,New Furniture Mods - Pocket Wiki & Game Tools for Minecraft PC Edition,0.0,17588,4.5,Books & Reference
6463,SPEED:3D Racing,0.0,0,0.0,Games
6464,MapFan(マップファン) – 渋滞情報/オービス/オフライン対応の本格カーナビ,0.0,0,0.0,Navigation
6465,PPTAN,0.99,8,5.0,Games
6466,ハニーズアプリ,0.0,0,0.0,Shopping
6467,F1 2016,4.99,343,4.0,Games
6468,francetv JO – Regarder les Jeux Olympiques de Rio 2016,0.0,0,0.0,Sports
6469,抢火车票 for 12306火车票官网,0.0,0,0.0,Travel
6470,SKK アクション ブロック崩し,0.0,0,0.0,Games
6471,もこうもこもこ,0.0,0,0.0,Games
6472,FoodSpect - Restaurant Inspections,0.99,17,4.0,Food & Drink
6473,Kahoot! Play Fun Learning Games,0.0,300,3.5,Education
6474,Dead Shell: Roguelike RPG,2.99,29,3.5,Games
6475,シュッと描いてポンッ!（シュポン）物理パズル脳トレ,0.0,0,0.0,Games
6476,Montessori Nature,2.99,1,5.0,Games
6477,Uber Driver,0.0,3289,3.0,Business
6478,Drop Out!,0.0,125,4.0,Games
6479,Paperback: The Game,3.99,80,4.0,Games
6480,Circuroid,0.0,342,4.5,Games
6481,Open House London 2016,3.99,1,2.0,Travel
6482,LUMINES PUZZLE & MUSIC,2.99,263,4.5,Games
6483,Never Hillary Clinton,0.99,207,5.0,Games
6484,Automatic Call Recorder™ Pro Calls Made with app,4.99,123,3.5,Productivity
6485,脳トレ爽快パズル 激ムズ！和のひとふで書き Line,0.0,0,0.0,Games
6486,"Baby Boss - Care, Dress Up and Play",0.0,616,4.5,Games
6487,"Wedding Planner - Dress Up, Makeup & Cake Design",0.0,346,4.0,Games
6488,Sago Mini Babies Dress Up,0.0,115,4.0,Education
6489,Sago Mini Planes,2.99,21,4.5,Education
6491,MyFantasyLeague Manager 2016 by RotoWire,2.99,15,3.0,Sports
6492,Bridge,0.0,128,4.0,Games
6493,Slots: Fast Fortune Slot Machines & Fun Slot Games,0.0,1474,5.0,Games
6494,Wi-Fiミレル,0.0,0,0.0,Utilities
6495,超特訓！トミックゲーム！！,0.0,0,0.0,Games
6496,SAMURAI SCHEMA -幕末維新戦記- サムライスキーマ 本格派育成放置ゲーム,0.0,0,0.0,Games
6497,Funny Face Pro - 2000+ Stickers Pics Photos Editor,1.99,62,3.5,Photo & Video
6498,Face Up - The Selfie Game,0.0,21,4.0,Games
6499,Samurai of Hyuga Book 2,5.99,74,4.5,Games
6500,The Complete Fairytale Play Theater,4.99,13,5.0,Education
6501,Legacy of Discord - Furious Wings,0.0,4618,4.5,Games
6502,Linia,1.99,271,4.0,Games
6503,Eric Carle’s Brown Bear Animal Parade,1.99,15,2.5,Education
6504,Artie's Magic Pencil,2.99,139,3.5,Education
6505,MUTANT CREATURES MODS for Minecraft PC - Best Pocket Wiki Edition & Installation Tools,0.0,452,4.0,Entertainment
6506,LUCKY BLOCK MOD ™ for Minecraft PC Edition - The Best Pocket Wiki & Mods Installer Tools,0.0,4693,4.0,Books & Reference
6507,Pigu,0.0,94,4.5,Games
6508,News Break - Local & World Breaking News & Radio,0.0,173,4.0,News
6509,Light+ AnalogCam,0.99,0,0.0,Photo & Video
6510,Helper for Pokemon Go,0.0,42,1.5,Utilities
6511,Beach Volleyball 2016,0.99,6,2.5,Games
6512,ISLANDS: Non-Places,2.99,43,3.5,Games
6513,Flowing ~ Meditation & Mindfulness,1.99,795,4.5,Health & Fitness
6514,Pixel Color Ball Fell From The Sky,0.0,6493,5.0,Entertainment
6515,Just Rolling,0.0,776,4.5,Games
6516,"Free Gameplay Video, Walkthroughs, News for Pokémon GO",0.0,0,0.0,Games
6517,式姫４コマ 其之四,0.99,0,0.0,Books & Reference
6518,Warlords - Turn Based Strategy,0.0,287,4.5,Games
6519,The Secret Order: The Buried Kingdom HD (Full),6.99,63,4.5,Games
6520,Welcome to Virtual Reality,0.0,6,4.0,Entertainment
6521,Ocean Clash: A naval game with honor and loyalty,0.0,36,4.5,Games
6522,Fiete Sports,0.0,86,3.0,Games
6523,Guides for Pokémon GO - Pokemon GO News and Cheats,0.0,826,4.5,Books & Reference
6524,Horror Maps for Minecraft PE - Download The Scariest Maps for Minecraft Pocket Edition (MCPE) Free,0.0,718,4.0,Books & Reference
6525,Gemini - A Journey of Two Stars,0.99,91,4.5,Games
6526,Loop & Dot,0.99,39,4.5,Games
6527,Wave,0.0,474,4.5,Games
6528,Fake GPS Location Spoofer,2.99,96,1.5,Entertainment
6529,Carbon Warfare,2.99,68,4.5,Games
6530,Ducky Fuzz - Chain Reaction,0.0,88,3.5,Games
6531,All Limpy Run!,0.0,86,3.0,Games
6532,脱出ゲーム 気まぐれカフェの謎解きタイム,0.0,0,0.0,Games
6533,Buildy Blocks,0.0,30,4.5,Games
6534,GoSnaps - Share Screenshots for Pokémon GO,0.0,12,4.0,Photo & Video
6535,PhET Simulations,0.99,24,3.5,Education
6536,Pixel Disc Golf 2,0.0,83,3.0,Games
6537,PhelpsMoji by Michael Phelps,0.99,98,4.5,Entertainment
6538,Love Bank -お金ゲーム/恋愛ゲーム/美少女ゲーム/育成ゲーム/タップゲーム/賭けゲーム,0.0,0,0.0,Games
6539,Love Bank-お金ゲーム/恋愛ゲーム/イケメンゲーム/育成ゲーム/タップゲーム/賭けゲーム,0.0,0,0.0,Games
6540,Color 6,0.0,951,3.5,Games
6541,Cake Break,0.0,852,4.5,Games
6542,Donald's Empire,0.0,2288,4.5,Games
6543,Echoes of the Past: Wolf Healer HD (Full),6.99,43,4.0,Games
6544,Vehicles & Weapons Mods for Minecraft PC Edition - Best Pocket Wiki & Tools for MCPC,0.0,1828,4.0,Entertainment
6545,Isoland,0.99,99,4.5,Games
6546,Mystery of Fortune 2,0.99,19,5.0,Games
6547,"Cheats For Pokemon Go - Gameplay, PokeCoins Guide, Catch Videos",0.0,6205,4.5,Entertainment
6548,NOT ALONE - Story of a bird,2.99,1,3.0,Games
6549,Phoenix II,0.0,1321,4.5,Games
6550,myFitnessSync for Fitbit - Fitbit to Apple Health,4.99,264,4.5,Health & Fitness
6551,Crooked Path,0.0,14,3.0,Games
6552,Burrito Bison: Launcha Libre,0.0,7740,5.0,Games
6553,Batman - The Telltale Series,4.99,953,3.5,Games
6554,PokeMaps for Pokemon GO (Original),2.99,102,1.5,Entertainment
6555,Panic Drop,0.0,99,4.0,Games
6556,PokéCatcher - Cheat for Pokémon GO,0.99,1,1.0,Utilities
6557,Pokelog for PokemonGO,0.0,0,0.0,Games
6558,Drive Ahead! Sports,0.0,1345,4.0,Games
6559,Driving Evolution Parking Sim Real Car Driver Test,0.0,76,4.5,Games
6560,Sky Viper Flight Simulator,0.0,38,4.0,Entertainment
6561,Pozzle Blocks,0.0,33,4.0,Games
6562,Water Bottle Flip Challenge : 2k16,0.0,43,3.5,Games
6563,Wild City Rush - Urban Jungle Adventure,0.0,19,4.5,Games
6564,Suрer Toss The Turtle,0.0,1339,5.0,Games
6565,Journey Below,2.99,28,4.0,Games
6566,Off the Record: The Final Interview (Full),6.99,35,3.5,Games
6567,City Maps for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),0.0,8535,4.0,Books & Reference
6568,Lily - Playful Music Creation,1.99,202,4.0,Entertainment
6569,SplitMoji,0.99,537,5.0,Utilities
6570,Archangel Raphael Guidance - Doreen Virtue,4.99,82,4.5,Lifestyle
6571,Bottle Flip 2k16,0.0,14263,4.0,Games
6572,OVO Store,0.0,95,4.5,Shopping
6573,Fakey - Fake GPS Location Spoof,0.0,78,3.5,Entertainment
6574,Particular,0.0,0,0.0,Games
6575,Fax from iPhone - send fax app,3.99,1039,4.0,Business
6576,The Orchard by HABA - colors & shapes for children,1.99,2,2.0,Games
6577,Amaranthine Voyage: The Orb of Purity (Full),6.99,48,3.5,Games
6578,Dominocity,0.0,55,3.5,Games
6579,Escape Game: Traps,0.0,29,5.0,Games
6580,【はらぺこパズル】ごはんに恋をした,0.0,8,4.5,Games
6581,Soda Coin Party: Free Casino Pusher,0.0,159,4.5,Games
6582,DIRECTV NOW,0.0,2054,2.0,Entertainment
6583,Nitro Heads,0.0,30,4.0,Games
6584,PokeWhere - Live Radar Map for Pokemon GO,0.0,1254,3.5,Games
6585,Paddle Panic,0.0,122,4.0,Games
6586,ポケ電バッテリー for ポケモンGO,0.0,0,0.0,Entertainment
6587,YouCam Fun - Live Selfie Video Filters,0.0,2522,4.5,Photo & Video
6588,Circle Boom2 - Wheel Puzzle Game,0.0,19,2.0,Games
6589,Dungeon Warfare,3.99,264,5.0,Games
6590,Party Hard Go,6.99,59,4.5,Games
6591,Sweet Princess Beauty Salon,0.0,54,4.5,Games
6592,Confetti - Geofilter Design Maker for Snapchat,0.0,120,3.0,Photo & Video
6593,Ultimate Savanna Simulator,0.99,344,4.5,Games
6594,南国物語,5.99,0,0.0,Games
6595,Apollo Justice Ace Attorney,0.99,95,3.5,Games
6596,VR Ball for Google Cardboard Virtual Reality,0.0,46,4.0,Games
6597,FreeFlight Mini,0.0,50,3.5,Entertainment
6598,CHiP - Your New Best Friend,0.0,172,4.5,Entertainment
6599,クリアしてみろよ？ 神ゲー アクション ゲーム,0.0,0,0.0,Games
6600,Tank Battle: 1945,1.99,36,3.5,Games
6601,Neon Horizon,0.0,31,4.0,Games
6602,KDMOJI,1.99,42,3.5,Entertainment
6603,Gweep Gwop,0.0,32,5.0,Games
6604,GO Gear - Live Maps for Pokémon GO,3.99,1645,1.5,Utilities
6605,Flip That Bottle,0.0,599,3.5,Games
6606,Simoji by Simone Biles,0.99,22,4.5,Sports
6607,Poke Map Realtime Locator & Radar for Pokémon Go,0.0,243,3.5,Utilities
6608,Escape from the beach house of everlasting summer.,0.0,3,4.5,Games
6609,電車パズル ツメツメ - 通勤時間にピッタリ! 脳トレパズル,0.0,0,0.0,Games
6610,Cannon Flight,0.99,0,0.0,Games
6611,CR7Selfie,1.99,12,5.0,Photo & Video
6612,Six!,0.0,14505,4.5,Games
6613,GUNS MODS for Minecraft PC Edition - Mods Tools,0.0,1497,4.0,Books & Reference
6614,Ellen's Emoji Exploji,1.99,127,2.5,Entertainment
6615,Swoopy Space,0.0,142,4.0,Games
6616,ブラックバイトはじめました。２　～居酒屋編～,0.0,1,5.0,Games
6617,Artisto – Video and Photo Editor with Art Filters,0.0,12963,5.0,Photo & Video
6618,Rolling Snake.io - Worm IO Multiplayer Online Slither War Game - Free Agar Skins Version,0.0,3392,4.5,Games
6619,VR Haunted House 3D,0.0,21,3.5,Games
6620,Maze Walk VR - Virtual Reality Game Puzzle Apps,0.0,227,3.5,Games
6621,Skylanders™ Creator,0.0,475,4.0,Games
6622,Gridiron 2016 College Football Scores & Schedules,1.99,15,4.5,Sports
6623,極寒スライダー,0.0,0,0.0,Games
6624,Evolution Calculator - CP & XP - for Pokemon GO!,0.0,9269,5.0,Utilities
6625,Mr. Robot:1.51exfiltrati0n.ipa,2.99,459,3.5,Games
6626,Offline IV Calc for Pokemon GO,0.0,82,3.5,Games
6627,Wire de Coins 2,0.0,2,4.5,Games
6628,PokeExplorer - Realtime Map for Pokemon GO,0.0,672,4.0,Entertainment
6629,Dustoff Heli Rescue 2,0.0,754,4.5,Games
6630,Emergency Surgery Simulator - Doctor Game FOR FREE,0.0,10,3.0,Games
6631,Nature Cat's Great Outdoors,0.0,31,4.0,Education
6632,Premier League - Official App,0.0,791,3.5,Sports
6633,PIXUSかんたん年賀状,0.0,0,0.0,Lifestyle
6634,BLEACH 公式連載アプリ〜BLEACHの漫画が毎週１巻読めるアプリ〜,0.0,0,0.0,Books & Reference
6635,謎解き[緋色探偵社と100の推理]メッセージアプリ風ノベルゲーム,0.0,0,0.0,Books & Reference
6636,Bounce Balls - Strike Game,0.0,2,1.0,Games
6637,【謎解き推理】意味が分かると怖い話-この怖い話を謎解き、怪談を読み解けるか…,0.0,0,0.0,Books & Reference
6638,Lifeline: Halfway to Infinity,2.99,194,4.5,Games
6639,She Works HIS Way,2.99,24,5.0,Lifestyle
6640,Drakomon GO - 3D Monster Battle Game,1.99,50,4.5,Games
6641,My NBA 2K17,0.0,1784,3.0,Games
6642,プログレッシブ ロシア語辞典,23.99,0,0.0,Books & Reference
6643,[GP]SLOT魔法少女まどかマギカ(パチスロゲーム),0.0,0,0.0,Games
6644,Super Adventures World HD,0.0,15,4.0,Games
6645,Offroad 4x4 Truck Trials Parking Simulator 2 a Real Stunt Car Driving Racing Sim,0.0,121,4.0,Games
6646,Moonvale 2: Puzzle Adventure,0.0,64,4.0,Games
6647,脱出ゲーム　Cottage,0.0,1,5.0,Games
6648,VeeR VR - Virtual Reality,0.0,241,4.0,Entertainment
6649,[GP]ハナハナホウオウ-30(パチスロゲーム),0.0,0,0.0,Games
6650,Gymnastics Girl Jump American Athlete sports PRO,2.99,5,3.0,Games
6651,LOOKS - Real Makeup Camera,0.0,25,3.5,Photo & Video
6652,シカクイズ -暇つぶしマンガアニメ映画クイズ-暇つぶしに最適,0.0,0,0.0,Games
6653,意味が分かると怖い話-この意味怖を謎解きできるか…【謎解き意味怖】,0.0,0,0.0,Books & Reference
6654,Solitaire ▪,0.0,258,4.5,Games
6655,MANSION MAPS for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),0.0,2720,4.0,Entertainment
6656,Hidden my game by mom - escape room,0.0,311,5.0,Games
6657,⋆Solitaire⋆,0.0,2059,5.0,Games
6658,Hell Run - Scary Road,0.0,39,2.5,Games
6659,Lock The Block,0.0,49,3.0,Games
6660,The Manga Works,4.99,19,4.5,Games
6661,Shot Tracer,6.99,98,2.0,Sports
6662,Infinity Duels,0.99,0,0.0,Games
6663,Super Cat Tales,0.0,7423,5.0,Games
6664,Mini Games Maps for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),0.0,943,4.0,Entertainment
6665,Colt Express,2.99,36,4.0,Games
6666,*Solitaire*,0.0,460,4.5,Games
6667,Ketchapp Summer Sports,0.0,3731,4.5,Games
6668,VR Tube - Virtual Reality 360 Video Player,0.0,4142,4.0,Photo & Video
6669,Tiny Memories - Photo Editor for Baby Pics,4.99,171,4.5,Photo & Video
6670,Baby Skins and Aphmau Skins and Boy Skins and Girl Skins For Minecraft PE,0.0,610,4.5,Lifestyle
6671,Dark Parables: Goldilocks and Fallen Star (Full),6.99,127,4.5,Games
6672,Hillarymon Go,0.0,209,3.0,Games
6673,ClickTogether,0.99,74,4.0,Entertainment
6674,Flappy Golf 2,0.0,1089,4.0,Games
6675,Gravity Trump,0.0,647,4.0,Games
6676,Wire Bounce,0.0,279,4.5,Games
6677,戦国乙女2～深淵に輝く気高き将星～,7.99,0,0.0,Games
6678,Yogemoji - The Yoga Emoji Keyboard,0.99,19,3.0,Health & Fitness
6679,Higher Higher!,0.0,2241,4.5,Games
6680,"Tinkerblocks – code, create, play",1.99,1,1.0,Education
6681,Duel Master - Best Duelist,0.0,871,4.5,Games
6682,Trail Jump,0.0,1,4.0,Games
6683,Mushroom Wars 2,0.0,871,3.0,Games
6684,PokéFind - IV & CP Calculator and Map for Poké GO,0.0,591,4.0,Utilities
6685,HauntedPic,0.99,5,5.0,Entertainment
6686,Whataburger,0.0,197,3.0,Food & Drink
6687,Escape from the living room during the Obon holiday.,0.0,3,4.0,Games
6688,Tricky Test 2™: Genius Brain?,0.0,45578,5.0,Games
6689,まるみえ！性教育ふしぎ発見-クイズで学ぶ保健体育,0.0,0,0.0,Education
6690,頭の回転をはやくする！脳トレ！Blackhole,0.0,0,0.0,Games
6691,New York City Car Taxi and Bus Parking Simulator,0.0,185,4.0,Games
6692,Hot Wheels: Race Off,0.0,3141,4.5,Games
6693,Wrestlemoji,0.99,19,4.0,Sports
6694,Moana: Rhythm Run,6.99,53,3.0,Entertainment
6695,Flappy Marine,0.99,2,5.0,Games
6696,Rusty Lake: Roots,2.99,156,4.5,Games
6697,ANY GIVEN EMOJI,1.99,28,3.0,Entertainment
6698,Red Dwarf XI : The Game,1.99,22,4.5,Games
6699,ROAD -escape game-,0.0,2,5.0,Games
6700,Shadow Bug Rush,0.0,187,4.5,Games
6701,At the Zoo With Grandma and Grandpa,2.99,6,5.0,Education
6702,PokeVision Live Radar Alert & Notifications for Pokemon Go Gear,1.99,91,2.5,Productivity
6703,DK Live – Fantasy Sports Play by Play and News,0.0,416,4.5,Sports
6704,Dashy the Cat,0.0,39,3.0,Games
6705,Phantasmat: Behind the Mask (Full),6.99,62,4.5,Games
6706,Bob Mod,1.99,9,2.0,Games
6707,Spirit Rush,0.0,47,3.5,Games
6708,Lip Sync Battle App,0.0,195,3.5,Entertainment
6709,パチスロ デビル メイ クライ クロス,11.99,0,0.0,Games
6710,Crazy Nursery - Newborn Baby Doctor Care,0.0,76,4.0,Games
6711,Smart Baby Shapes FOOD: Fun Jigsaw Puzzles and Learning Games for toddlers & little kids,2.99,3,4.5,Games
6712,VR Water Park:Water Stunt & Ride For VirtualGlasse,0.0,74,2.0,Games
6713,Tropical Twist,0.0,982,4.5,Games
6714,Spoofr — GPS & Location Simulator,1.99,2,1.0,Games
6715,Cadenza: Havana Nights (Full),6.99,61,4.0,Games
6716,Auto IV Calc for PokemonGO,0.0,0,0.0,Games
6717,Visionn - Real Time Artistic Photo & Video Effects,1.99,64,4.5,Photo & Video
6718,Narcos: Cartel Wars,0.0,4490,4.5,Games
6719,Fired Up,0.0,115,3.0,Games
6720,脱出ゲーム　カリスマブラザーズのワクワク女子寮脱出大作戦,0.0,0,0.0,Games
6721,Jumps - Jumping on Pillars Game,0.0,35,3.5,Games
6722,Slots of Vegas - Play Free Casino slot machines!,0.0,6,2.5,Games
6723,Run From Trump,0.0,172,4.0,Games
6724,Moji Me™,0.99,46,3.5,Entertainment
6725,Offline Auto IV Calc for Pokemon GO,0.0,137,4.5,Games
6726,Water Bottle Flip Challenge,0.0,868,4.0,Games
6727,One More Spin! - Free Vegas Casino Slots,0.0,1,1.0,Games
6728,Water Bottle Flip Challenge - 2k16 Pro!,0.0,167,3.0,Games
6729,STUGGOJI,0.99,0,0.0,Utilities
6730,Slip Away Mystify,2.99,29,4.0,Games
6731,Idle Armies,0.0,2015,4.5,Games
6732,Jrump,0.0,116,4.0,Games
6733,The Krustashians,0.0,6,4.5,Games
6734,エレメンタル ファンタジー - 高精細３ＤアクションＲＰＧ,0.0,17,5.0,Games
6735,Tentacles - Enter the Mind,0.0,159,3.5,Games
6736,"Spa Birthday Party - Nails, Hair, Dress Up & Cake",0.0,122,4.0,Games
6737,Dreamdays Countdown IV: count down to days matter,0.99,100,4.5,Utilities
6738,REmojis Keyboard,0.99,30,2.5,Utilities
6739,Hoverboard Rush Racing Simulator -Hover Board Game,0.0,17,3.5,Games
6740,Color 6: Blitz,0.0,53,4.0,Games
6741,Putty 3D,4.99,77,4.5,Entertainment
6742,FaZes - Run & Jump,0.0,322,4.5,Games
6743,Faily Rider,0.0,544,4.0,Games
6744,大人がハマる脳トレ！ぷるるん～頭が良くなる一筆書きパズル～,0.0,0,0.0,Games
6745,Super Mario Run,0.0,87958,2.5,Games
6746,Escape the Ice Cream Parlor,0.0,5,4.0,Games
6747,Bus Simulator PRO 2017,3.99,78,3.5,Games
6748,Boo - The World's Cutest Dog Game!,0.0,521,4.5,Games
6749,Strawberry Shortcake Holiday Hair - Fashion World,0.0,795,4.0,Entertainment
6750,Vikings: an Archer's Journey,2.99,94,4.5,Games
6751,Drifty Chase,0.0,1631,4.5,Games
6752,Bonk! Presented by The Tonight Show Starring Jimmy Fallon,0.0,279,3.5,Entertainment
6753,Flow Free: Hexes,0.0,2791,5.0,Games
6754,Masky,0.0,69,4.5,Games
6755,Golfmoji - Golf Emojis and Stickers,0.99,0,0.0,Entertainment
6756,Eggggg - The Platform Puker,2.99,446,4.5,Games
6757,Concrete Jungle,4.99,44,4.5,Games
6758,Defend Pizzeria Craft Shop,1.99,11,1.0,Games
6759,Huetopia,0.99,4,5.0,Games
6760,White Tiles 4: Piano Master (All mini games in 1),0.0,3168,4.5,Games
6761,Zip—Zap,1.99,3711,5.0,Games
6762,Flud.,0.99,15,3.5,Games
6763,ThemeBoss - Live Wallpapers,1.99,152,2.5,Lifestyle
6764,Monster Craft GO - Find and Catch pixelmon CarToon,0.0,4808,4.5,Games
6765,Dierks Bentley Lyric Keyboard + Emojis,1.99,41,5.0,Utilities
6766,My Teacher - School Classroom Play & Learn,0.0,234,4.0,Games
6767,Hill Climb Racing 2,0.0,33854,4.5,Games
6768,Infinite Painter,0.0,65,4.0,Productivity
6769,Dog Sled Saga,3.99,155,4.0,Games
6770,Bold Moves,0.0,4980,4.5,Games
6771,"Philm-Video&Photo Editor,REAL-TIME Magic Filter",0.0,103,4.0,Photo & Video
6772,パチスロ ガールズ＆パンツァー,9.99,0,0.0,Games
6773,全民打金币——爽快的正版放置手游,0.0,0,0.0,Games
6774,森林舞会-3d画面刺激的娱乐城游戏,0.0,0,0.0,Games
6775,Stony Road,0.0,373,4.0,Games
6776,Star Wars™ Force Band™ by Sphero,0.0,215,4.5,Entertainment
6777,Tongo Music - for kids and families,1.99,37,4.0,Education
6778,The Trail,0.0,12573,4.0,Games
6779,Bubble Island 2 - Pop Bubble Shooter,0.0,3480,4.5,Games
6780,Tidal Rider,0.0,284,4.0,Games
6781,Don't Starve: Shipwrecked,4.99,495,3.5,Games
6782,"Invisible, Inc.",4.99,86,4.5,Games
6783,NFL Rush Gameday,0.0,272,4.0,Sports
6784,ARP ODYSSEi,29.99,110,4.5,Entertainment
6785,European War 5: Empire,0.0,104,4.0,Games
6786,Digiposte +,0.0,0,0.0,Productivity
6787,Clashy Colors,0.0,854,5.0,Games
6788,ピンポンファイター - 卓球王にオレはなるっ！！,0.0,0,0.0,Games
6789,Timepage for iPad – Calendar by Moleskine,6.99,69,3.5,Productivity
6790,Limo Driving School a Valet Driver License Test Parking Simulator,0.0,38,3.5,Games
6791,Knights Fight: Medieval Arena,0.0,1501,4.0,Games
6792,Cosmolander - Missions in the Solar System,2.99,9,2.5,Education
6793,Siralim 2 (RPG / Roguelike),4.99,44,4.0,Games
6794,Osteya: Adventures,0.0,107,3.5,Games
6795,Lifeline: Flatline,1.99,207,4.5,Games
6796,Secrets of the Dark: The Flower of Shadow (Full),6.99,32,3.5,Games
6797,FOX Sports VR,0.0,81,3.0,Sports
6798,FFmoji 2016 - Your Fantasy Football Emoji Keyboard,0.0,0,0.0,Sports
6799,BurbuMoji,0.99,45,3.0,Entertainment
6800,Ketchapp Tennis,0.0,830,4.0,Games
